origin_uuid,origin_name,destination_uuid,destination_name,travel_min,distance_km
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,a56b3b1b-b498-4f50-9669-be593388ac69,Toritsu-daigaku,96.5,70.61
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,39c0e52f-087f-4127-98f7-7288f95ed16a,Musashi-koyama,91.4,81.78
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,ed2b8411-a109-4fb8-bc19-4ad91a06c5df,Yukigaya-ōtsuka,97.5,89.22
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,444be04f-0faa-4377-bdd3-bac28bafe1cd,Ōmori,93.8,88.32
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,c2ae7927-51cc-4088-a14f-f7cb7896669a,Nishi-magome,94.6,88.22
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,79.8,61.43
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,9babe595-2983-4086-bdf4-c28cf7ea0eb9,Kaminoge,95.6,86.2
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,d5791a88-e10e-4ab2-b3dd-74607ee80463,Komazawa-daigaku,91.5,67.97
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,9134f22e-fbb3-47b7-9987-2ad03d40aab7,Yōga,91.4,66.83
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,79.8,61.43
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,545b7a15-4e0a-410e-8dd7-fe0c814e819a,Setagaya,92.0,67.37
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,047ed2e6-d81a-4f4b-855d-f4ca23a356bd,Sasazuka,79.5,75.11
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,d15f0488-fc06-42f4-9d59-195454af8735,Nakano-sakaue,77.7,72.37
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,b8f0efac-ae92-4dd3-bc36-afb753bc5bc0,Higashi-koenji,75.7,60.71
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,896c51f2-65e6-4bde-bbbd-e6ad2b3b4a1a,Eifukuchō,79.7,61.96
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,0b85f118-7f0d-4ee4-8a29-27fa8e3dd3e0,Ogikubo,68.9,57.77
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,aa1c6851-1d28-4c10-9aaa-ee92201e4a32,Takaido,78.4,61.11
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,96c9d20f-7f31-4c4a-89de-519fd090d9da,Oji,66.6,61.98
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,9ff2a6f5-0b5d-44a1-ac29-99cfa0d2a7d2,Shim-Mikawashima,74.3,64.08
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,418ae2b4-ca8c-4882-94f0-beafcfa04196,Hasune,73.1,60.14
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,0fc0ca3e-8aad-4189-a86e-f69131f943eb,Tokiwadai,77.7,67.75
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,4268201a-38ba-4af7-9f01-6328a4e691d4,Nerima,65.0,55.73
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,d23d5f75-1bd8-4d13-a9c2-8e7acf75acd7,Hikarigaoka,63.4,54.22
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,f3cf3261-8bba-4035-b036-f3815411395a,Nakamurabashi,64.1,54.87
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,f9a224d2-2bb2-4a44-8e36-369f6ed50acc,Shimo-Akatsuka,65.5,56.36
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,64e5d0bd-e5d1-4859-8d0e-72b31a2499c1,Musashi-Seki,76.2,58.39
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,5ef34b29-91fb-489a-a3aa-dd410458bc7f,Oizumi-gakuen,64.3,54.38
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,c9a823bc-70aa-4489-b03b-3a59d6f7aaa9,Rokuchō,74.4,68.63
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,9072f87b-cff0-4c5c-a104-dda24044901e,Kameari,78.3,69.3
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,9a029abe-f626-4db1-9e7f-edb435d42aa1,Nishi-Kasai,81.6,76.95
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,3506c25e-8b1d-4a59-82af-1d388293d69e,Funabori,79.5,74.33
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,dc89d32e-e2ff-44f3-9068-7b933a67aafa,Hachiōji,77.8,63.62
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,c6fc6aed-2df5-448c-9964-87840b4a8b29,Tachikawa,89.0,61.86
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,1dd77190-2dd2-4eb3-9100-c117c389eb5e,Mitaka,86.5,61.19
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,1ad54b40-d162-45eb-a059-50b0d243f6a5,Kichijōji,80.2,60.41
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,0dff7ea2-cd1e-44b5-819e-0d7030e5cf30,Kokuryo,92.7,93.91
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,8a04bdfe-3577-4ecd-a07a-3aa09b79c999,Machida,107.4,89.19
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,70288fd1-f52b-47c4-9be4-03ee1e86c4f1,Hibarigaoka,77.3,52.29
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,9232f172-a1b5-4e7f-a566-a3839514255d,Seiseki-sakuragaoka,89.6,86.52
ec6718fe-14f1-49ac-8608-795d04e7a936,Kita-Kōnosu,ba3bf8f7-fa8e-4cfe-be74-fac02799a9ba,Tama Center,96.2,89.62
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,24.6,15.67
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,469ebcdc-26aa-44da-ab6e-be58326e4b99,Harumi Futou Park,28.3,16.04
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,aa08b2ba-5bd9-4a3d-902f-385c6d158aff,Mita,23.9,15.35
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,b83a3e3d-1764-477f-b5fc-9bc23a833539,Azabu-juban,24.4,13.47
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,274bd8ac-0f83-4a2f-9b13-af0a860b0843,Yotsuya-sanchōme,20.4,7.65
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,69b501cf-9de0-459e-8c51-cc1a2ae220ee,Waseda,27.6,9.0
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,969988a0-fc97-4722-96c3-c2fb8adb77be,Shimo-Ochiai,24.9,8.96
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,10ccd4c8-975b-4082-880a-abe03ae1c88e,Sengoku,30.5,17.03
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,7e0a49af-b68f-4240-bc5b-2aafb521bee0,Shin-ōtsuka,27.8,18.09
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,d9ed1d33-7357-4545-ab05-6b2c2c174997,Nezu,31.9,16.44
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,8ecd21e7-f5b8-4486-98e0-d6d1b36c3650,Hakusan,29.9,15.86
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,a69dd352-8592-42a2-a59e-412ceceb7253,Oshiage,32.2,20.89
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,ad6336f2-3e10-42b1-a3cb-60da09332fc5,Kokusai-Tenjijō,32.5,21.92
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,77e6a9cf-eab7-4cd1-886f-c9f722b8f829,Kiba,26.5,18.0
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,58e3eecb-b0b1-4fa5-833b-8dfc093025bb,Kameido,31.3,20.58
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,b73f18e0-6767-4cb6-949e-827a8e48222f,Ryōgoku,30.2,17.75
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,edb27858-83b7-473b-b564-97dc32af862d,Ōimachi,31.5,14.99
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,e79d66dc-27c9-44db-b692-c36d651be801,Naka-meguro,24.7,9.91
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,a56b3b1b-b498-4f50-9669-be593388ac69,Toritsu-daigaku,21.9,8.82
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,39c0e52f-087f-4127-98f7-7288f95ed16a,Musashi-koyama,25.3,13.19
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,ed2b8411-a109-4fb8-bc19-4ad91a06c5df,Yukigaya-ōtsuka,29.9,12.82
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,444be04f-0faa-4377-bdd3-bac28bafe1cd,Ōmori,33.4,14.14
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,c2ae7927-51cc-4088-a14f-f7cb7896669a,Nishi-magome,30.4,13.51
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,13.1,4.58
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,9babe595-2983-4086-bdf4-c28cf7ea0eb9,Kaminoge,27.9,10.34
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,d5791a88-e10e-4ab2-b3dd-74607ee80463,Komazawa-daigaku,17.5,6.27
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,9134f22e-fbb3-47b7-9987-2ad03d40aab7,Yōga,26.5,9.3
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,13.1,4.58
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,545b7a15-4e0a-410e-8dd7-fe0c814e819a,Setagaya,17.5,5.58
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,047ed2e6-d81a-4f4b-855d-f4ca23a356bd,Sasazuka,9.0,2.43
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,d15f0488-fc06-42f4-9d59-195454af8735,Nakano-sakaue,16.4,6.18
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,b8f0efac-ae92-4dd3-bc36-afb753bc5bc0,Higashi-koenji,12.4,4.34
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,896c51f2-65e6-4bde-bbbd-e6ad2b3b4a1a,Eifukuchō,4.2,1.05
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,0b85f118-7f0d-4ee4-8a29-27fa8e3dd3e0,Ogikubo,18.4,5.93
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,aa1c6851-1d28-4c10-9aaa-ee92201e4a32,Takaido,12.9,5.57
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,96c9d20f-7f31-4c4a-89de-519fd090d9da,Oji,26.4,16.88
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,9ff2a6f5-0b5d-44a1-ac29-99cfa0d2a7d2,Shim-Mikawashima,35.8,20.39
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,418ae2b4-ca8c-4882-94f0-beafcfa04196,Hasune,28.9,18.55
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,0fc0ca3e-8aad-4189-a86e-f69131f943eb,Tokiwadai,28.6,12.28
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,4268201a-38ba-4af7-9f01-6328a4e691d4,Nerima,21.4,8.53
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,d23d5f75-1bd8-4d13-a9c2-8e7acf75acd7,Hikarigaoka,34.0,12.63
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,f3cf3261-8bba-4035-b036-f3815411395a,Nakamurabashi,24.2,9.79
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,f9a224d2-2bb2-4a44-8e36-369f6ed50acc,Shimo-Akatsuka,34.3,13.83
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,64e5d0bd-e5d1-4859-8d0e-72b31a2499c1,Musashi-Seki,31.7,10.49
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,5ef34b29-91fb-489a-a3aa-dd410458bc7f,Oizumi-gakuen,38.6,12.63
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,c9a823bc-70aa-4489-b03b-3a59d6f7aaa9,Rokuchō,38.0,28.32
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,9072f87b-cff0-4c5c-a104-dda24044901e,Kameari,41.4,28.1
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,9a029abe-f626-4db1-9e7f-edb435d42aa1,Nishi-Kasai,39.2,27.3
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,3506c25e-8b1d-4a59-82af-1d388293d69e,Funabori,35.5,25.87
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,dc89d32e-e2ff-44f3-9068-7b933a67aafa,Hachiōji,38.0,32.95
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,c6fc6aed-2df5-448c-9964-87840b4a8b29,Tachikawa,38.0,28.14
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,1dd77190-2dd2-4eb3-9100-c117c389eb5e,Mitaka,27.1,9.46
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,1ad54b40-d162-45eb-a059-50b0d243f6a5,Kichijōji,22.4,7.8
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,0dff7ea2-cd1e-44b5-819e-0d7030e5cf30,Kokuryo,24.1,15.58
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,8a04bdfe-3577-4ecd-a07a-3aa09b79c999,Machida,59.6,41.8
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,70288fd1-f52b-47c4-9be4-03ee1e86c4f1,Hibarigaoka,46.9,15.77
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,9232f172-a1b5-4e7f-a566-a3839514255d,Seiseki-sakuragaoka,34.9,26.83
c375e664-e17b-46dd-b99c-9b88eb5f5882,Kinomiya,ba3bf8f7-fa8e-4cfe-be74-fac02799a9ba,Tama Center,41.5,29.93
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,51.4,29.8
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,469ebcdc-26aa-44da-ab6e-be58326e4b99,Harumi Futou Park,54.3,28.43
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,aa08b2ba-5bd9-4a3d-902f-385c6d158aff,Mita,49.9,27.74
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,b83a3e3d-1764-477f-b5fc-9bc23a833539,Azabu-juban,50.4,25.86
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,274bd8ac-0f83-4a2f-9b13-af0a860b0843,Yotsuya-sanchōme,47.5,16.25
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,69b501cf-9de0-459e-8c51-cc1a2ae220ee,Waseda,45.7,15.46
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,969988a0-fc97-4722-96c3-c2fb8adb77be,Shimo-Ochiai,37.9,12.58
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,10ccd4c8-975b-4082-880a-abe03ae1c88e,Sengoku,47.6,21.58
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,7e0a49af-b68f-4240-bc5b-2aafb521bee0,Shin-ōtsuka,45.2,21.67
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,d9ed1d33-7357-4545-ab05-6b2c2c174997,Nezu,55.0,27.8
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,8ecd21e7-f5b8-4486-98e0-d6d1b36c3650,Hakusan,51.0,22.62
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,a69dd352-8592-42a2-a59e-412ceceb7253,Oshiage,57.5,34.69
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,ad6336f2-3e10-42b1-a3cb-60da09332fc5,Kokusai-Tenjijō,58.5,34.31
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,77e6a9cf-eab7-4cd1-886f-c9f722b8f829,Kiba,53.2,32.12
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,58e3eecb-b0b1-4fa5-833b-8dfc093025bb,Kameido,58.0,34.71
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,b73f18e0-6767-4cb6-949e-827a8e48222f,Ryōgoku,56.9,31.93
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,edb27858-83b7-473b-b564-97dc32af862d,Ōimachi,57.5,27.38
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,e79d66dc-27c9-44db-b692-c36d651be801,Naka-meguro,50.3,26.22
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,a56b3b1b-b498-4f50-9669-be593388ac69,Toritsu-daigaku,49.8,19.92
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,39c0e52f-087f-4127-98f7-7288f95ed16a,Musashi-koyama,51.3,25.58
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,ed2b8411-a109-4fb8-bc19-4ad91a06c5df,Yukigaya-ōtsuka,57.8,23.92
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,444be04f-0faa-4377-bdd3-bac28bafe1cd,Ōmori,61.2,25.24
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,c2ae7927-51cc-4088-a14f-f7cb7896669a,Nishi-magome,58.3,24.61
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,31.1,10.52
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,9babe595-2983-4086-bdf4-c28cf7ea0eb9,Kaminoge,46.0,17.31
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,d5791a88-e10e-4ab2-b3dd-74607ee80463,Komazawa-daigaku,45.3,17.37
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,9134f22e-fbb3-47b7-9987-2ad03d40aab7,Yōga,42.7,15.91
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,da913f78-9dd7-42b3-94b0-3c5a4323ea14,Hachiman-yama,31.1,10.52
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,545b7a15-4e0a-410e-8dd7-fe0c814e819a,Setagaya,45.3,16.68
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,047ed2e6-d81a-4f4b-855d-f4ca23a356bd,Sasazuka,36.8,13.53
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,d15f0488-fc06-42f4-9d59-195454af8735,Nakano-sakaue,33.5,12.24
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,b8f0efac-ae92-4dd3-bc36-afb753bc5bc0,Higashi-koenji,28.0,10.12
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,896c51f2-65e6-4bde-bbbd-e6ad2b3b4a1a,Eifukuchō,31.0,11.05
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,0b85f118-7f0d-4ee4-8a29-27fa8e3dd3e0,Ogikubo,20.5,6.79
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,aa1c6851-1d28-4c10-9aaa-ee92201e4a32,Takaido,29.8,10.2
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,96c9d20f-7f31-4c4a-89de-519fd090d9da,Oji,43.5,21.43
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,9ff2a6f5-0b5d-44a1-ac29-99cfa0d2a7d2,Shim-Mikawashima,52.8,24.94
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,418ae2b4-ca8c-4882-94f0-beafcfa04196,Hasune,34.8,13.97
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,0fc0ca3e-8aad-4189-a86e-f69131f943eb,Tokiwadai,37.4,13.66
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,4268201a-38ba-4af7-9f01-6328a4e691d4,Nerima,27.3,8.57
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,d23d5f75-1bd8-4d13-a9c2-8e7acf75acd7,Hikarigaoka,28.6,7.73
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,f3cf3261-8bba-4035-b036-f3815411395a,Nakamurabashi,22.2,7.25
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,f9a224d2-2bb2-4a44-8e36-369f6ed50acc,Shimo-Akatsuka,32.9,11.76
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,64e5d0bd-e5d1-4859-8d0e-72b31a2499c1,Musashi-Seki,7.6,1.86
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,5ef34b29-91fb-489a-a3aa-dd410458bc7f,Oizumi-gakuen,14.5,3.88
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,c9a823bc-70aa-4489-b03b-3a59d6f7aaa9,Rokuchō,55.1,32.87
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,9072f87b-cff0-4c5c-a104-dda24044901e,Kameari,59.5,35.19
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,9a029abe-f626-4db1-9e7f-edb435d42aa1,Nishi-Kasai,62.2,41.19
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,3506c25e-8b1d-4a59-82af-1d388293d69e,Funabori,60.1,38.58
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,dc89d32e-e2ff-44f3-9068-7b933a67aafa,Hachiōji,50.5,30.24
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,c6fc6aed-2df5-448c-9964-87840b4a8b29,Tachikawa,50.5,25.43
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,1dd77190-2dd2-4eb3-9100-c117c389eb5e,Mitaka,13.3,3.63
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,1ad54b40-d162-45eb-a059-50b0d243f6a5,Kichijōji,14.6,4.38
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,0dff7ea2-cd1e-44b5-819e-0d7030e5cf30,Kokuryo,32.6,10.99
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,8a04bdfe-3577-4ecd-a07a-3aa09b79c999,Machida,72.5,28.25
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,70288fd1-f52b-47c4-9be4-03ee1e86c4f1,Hibarigaoka,16.4,4.29
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,9232f172-a1b5-4e7f-a566-a3839514255d,Seiseki-sakuragaoka,47.4,24.12
63ddd88e-bfdf-4232-a16f-0b8099f9da61,Higashi-Fushimi,ba3bf8f7-fa8e-4cfe-be74-fac02799a9ba,Tama Center,54.0,27.22
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,16aff7c1-418e-4922-8d7b-aa0a9c60e830,Kayabachō,8.4,2.73
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,469ebcdc-26aa-44da-ab6e-be58326e4b99,Harumi Futou Park,17.4,7.26
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,aa08b2ba-5bd9-4a3d-902f-385c6d158aff,Mita,16.0,5.35
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,b83a3e3d-1764-477f-b5fc-9bc23a833539,Azabu-juban,17.2,5.98
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,274bd8ac-0f83-4a2f-9b13-af0a860b0843,Yotsuya-sanchōme,15.3,4.81
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,69b501cf-9de0-459e-8c51-cc1a2ae220ee,Waseda,11.5,6.21
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,969988a0-fc97-4722-96c3-c2fb8adb77be,Shimo-Ochiai,17.5,8.36
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,10ccd4c8-975b-4082-880a-abe03ae1c88e,Sengoku,11.3,3.98
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,7e0a49af-b68f-4240-bc5b-2aafb521bee0,Shin-ōtsuka,15.1,4.82
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,d9ed1d33-7357-4545-ab05-6b2c2c174997,Nezu,7.9,2.3
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,8ecd21e7-f5b8-4486-98e0-d6d1b36c3650,Hakusan,9.4,3.18
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,a69dd352-8592-42a2-a59e-412ceceb7253,Oshiage,16.6,5.52
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,ad6336f2-3e10-42b1-a3cb-60da09332fc5,Kokusai-Tenjijō,23.4,9.58
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,77e6a9cf-eab7-4cd1-886f-c9f722b8f829,Kiba,14.1,8.06
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,58e3eecb-b0b1-4fa5-833b-8dfc093025bb,Kameido,17.6,5.59
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,b73f18e0-6767-4cb6-949e-827a8e48222f,Ryōgoku,9.5,2.89
d71fc62b-be98-4a44-b584-e1a5dbe44960,Shin-ochanomizu,edb27858-83b7-473b-b564-97dc32af862d,Ōimachi,25.3,15.1
